egrt,surname,first_name,id,simon_id,first_name_alt,surname_alt,date_of_birth,date_of_death,active_beginning,active_ending,guild,occupation_rank_1,occupation_rank_2,occupation_rank_3,occupation_rank_4,books_owned_by,made_instruments_for,made_instruments_designed_by,owned_instruments_by,supplied_instruments_to,used_instruments_by,published_books_by,edited_work_by,wrote_treatise_on_instrument_by,sold_books_by,sold_map_by,published_map_by,translated_books_by,worked_with,partnership_with,studied_with,friend_of,associated_with,visited,see_also,designed_instruments_for,sold_instruments_by,demonstrated_instruments_to,observed_experiment_by,conducted_experiment_with,tested_instruments_by,improved_instruments_designed_by,modified_instrument_by,copied_instrument_by,advertised_by,succeeded_by,son_of,brother_of,nephew_of,apprentice_of,pupil_of,patron_of,relation_of,son_in_law_of,shared_premises_with,lodged_with,referenced_by,recommended_by,disputed_with,rival_of,employed_by,pract_identity,group_id
547.0,Senex,John,22851917,295,,,,1740,1704,,,Mathematical Instrument Maker,Globe-maker,Engraver,,,,549AB8F5,,,,,,,,,,,549AB8F5; 2C81056A,,,,D95D3560; 0DB18D37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senex John 22851917 nan 1740,0
548.0,Browne,Robert,33F5DF5D,3486,,,,,1705,1730,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,97587E93; 3E88C3B5; CAE896FF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Browne Robert 33F5DF5D nan nan,0
549.0,Good,John,40391BF5,,,,,,1706,1733,,Teacher,Surveyor,,,,,,,,,,,8C15E125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good John 40391BF5 nan nan,10
550.0,Beighton,Henry,5D50A77B,,,,1686,1743,,,,Surveyor,,,,,,,,,,,,,,,,,,,,E7E1E5E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beighton Henry 5D50A77B 1686 1743,0
551.0,Bridger,Richard,60B3D7CC,54,,,,,1707,1714,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DB18D37,,,,,,,,,,,,Bridger Richard 60B3D7CC nan nan,0
552.0,Wright,Thomas,1F26B778,293,,,1686,1748 (?),,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81A8E1DF,Wright Thomas 1F26B778 1686 1748 (?),0
553.0,Hauksbee,Francis (Jnr.),0268B16E,237,,,1687,1763,,,,Mathematical instrument Maker,,,,,,,,,,,,,,,,,DD8E13C3; 6FC912DB,,,6FC912DB,7B7CE9F7; 549AB8F5,,,,,,,,,,,,,,,,0DB18D37,0DB18D37 (possibly),549AB8F5,,,,,,,,,,,Hauksbee Francis (Jnr.) 0268B16E 1687 1763,0
554.0,Snow,Ralph,81C42A65,,,,,,1708,1710,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Ralph 81C42A65 nan nan,0
555.0,Cawood,Francis,7DF019DB,375,,,,,1709,1712,,Mathematical instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,E3F73EF5; 3E88C3B5,,,,,,,,,,,,,,,,,,,,,,,,Cawood Francis 7DF019DB nan nan,0
556.0,Bennett,John,B96BC884,,,,,,1710,,,Mathematical instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bennett John B96BC884 nan nan,0
557.0,Buchanan,John,77589405,,,,,,1710,1711,,Teacher,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buchanan John 77589405 nan nan,0
558.0,Granger,Thomas,4E761C53,292,,,,,1710,,,Mathematical instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granger Thomas 4E761C53 nan nan,0
559.0,Vream,William,C80FDAD4,291,,,,,1710,1717,,Mathematical Instrument Maker,Experimentalist,,,,,0DB18D37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DB18D37 (possibly),Vream William C80FDAD4 nan nan,0
560.0,Barker,William,8510B9CB,307,,,,,1711,,,Mathematical Instrument Maker,Diallist,,,,,,,,,,,,,,,,,,,,,,40391BF5,,,,,,,,,,,,,,,,,,,,,,,,,,,Barker William 8510B9CB nan nan,36
561.0,Holtum,Christopher,6F9ED7F5,306,,,,,1711,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holtum Christopher 6F9ED7F5 nan nan,0
562.0,Loft,Matthew,CE0324A6,314,,,,,1711,1747,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66552EDB,,,,,,,,,,,,Loft Matthew CE0324A6 nan nan,0
563.0,Smith,Nathaniel,54D354EC,305,,,,,1711,,,Mathematical Instrument Maker,Diallist,,,,,,,,,,,,,,,,,,,,,,40391BF5,,,,,,,,,,,,,,,,,,,,,,,,,,,Smith Nathaniel 54D354EC nan nan,0
564.0,Collier,William,326504BE,187,,,,,1712,1730,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collier William 326504BE nan nan,0
565.0,Douglas,John,48DF0AFA,,,,,,1712,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas John 48DF0AFA nan nan,39
566.0,Hill,John,06B9E9FA,?? [4605],,,,,1712,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hill John 06B9E9FA nan nan,3
567.0,Haddon,William,3B4F3DDC,645,,,,,1713,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haddon William 3B4F3DDC nan nan,0
568.0,Witham,Nathaniel,F0D57597,310,,,,,1713,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Witham Nathaniel F0D57597 nan nan,0
569.0,Billingsley,Case,2810FCFD,,,,,,1714,1724,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Billingsley Case 2810FCFD nan nan,0
570.0,Blow,Edmund,49AC61DA,49,,,,,1714,1715,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blow Edmund 49AC61DA nan nan,0
571.0,Cole,Philip,FFADE11E,,,,,,1714,,,Teacher,Clergyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Philip FFADE11E nan nan,0
572.0,Cunn,Samuel,42331496,,,,,,1714,1722,,Teacher,Surveyor,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2C81056A,,,,,Cunn Samuel 42331496 nan nan,0
573.0,Harrison,John,57DFAACB,169,,,1693,1776,,,,Surveyor,Philosopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2C81056A,B9158E2A,,,,Harrison John 57DFAACB 1693 1776,38
574.0,Hawkins,Isaac,273ECAA3,,,,,,1714,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawkins Isaac 273ECAA3 nan nan,0
575.0,Heath,Thomas,2F1EF820,271,,,,,1714,1765,,Mathematical Instrument Maker,,,,,42331496,,E3F73EF5,,,,,,,,,,,,,,42331496,,,,,,,,,,,,,,,,,,,,,,,,2C81056A,,,,,Heath Thomas 2F1EF820 nan nan,0
576.0,Kingsley,George,E5687B9B,,,,,,1714,1716,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingsley George E5687B9B nan nan,0
577.0,Scott,Benjamin,53B0CEEE,315,,,,,1713,1733,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,D95D3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Benjamin 53B0CEEE nan nan,0
578.0,Thacker,Jeremy,C61E4D17,,,,,,1714,,,Mathematical instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thacker Jeremy C61E4D17 nan nan,0
579.0,Wilson,John,5599BAC1,,,,,,1714,,,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson John 5599BAC1 nan nan,0
580.0,Sisson,Jonathan,7D803575,312,,,1694 (?),1749,,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42331496,,,,Sisson Jonathan 7D803575 1694 (?) 1749,0
581.0,Wyeth,William,602035A5,311,,,,1741,1715 (?),,,Mathematical Instrument Maker,Surveyor,,,,,,,,,,,,,,,,,217C9C38; 1F26B778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyeth William 602035A5 nan 1741,0
582.0,Stone,Edmund,2C81056A,,,,,,1700 (?),1768,,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone Edmund 2C81056A nan nan,0
195.0,Cartographer,Nicholas,03695484,,,,,,1640,1687,,Teacher,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cartographer Nicholas 03695484 nan nan,0
219.0,Marland,Samuel,08FE9AE2,,,,1625,1696,,,,Engineer,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marland Samuel 08FE9AE2 1625 1696,21
222.0,Laybourne,William,D226C5D0,,,,1626,1716,,,,Mathematical Practitioner,Author,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laybourne William D226C5D0 1626 1716,22
257.0,Osborne,Hnery,AEE94D08,,,Osburn,,,1653,1686,,Astronomer,Mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osborne Hnery AEE94D08 nan nan,27
361.0,Sharp,Abraham,535C2490,,,,1651,1742,,,,Teacher,Mathematical Instrument maker,Philosopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharp Abraham 535C2490 1651 1742,35
565.0,Doglas,John,48DF0AFA,,,,,,1712,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doglas John 48DF0AFA nan nan,39
